# Range Matrix: 30 beams x 95 scans
11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,3.412,2.892,2.877,2.892,2.928,2.862,2.779,2.503,2.858,2.900,3.104,3.002,2.858,2.863,2.841,2.567,2.791,3.663,3.924,3.947,4.033,4.191,4.353,4.018,3.993,3.970,4.141,3.975,3.821,3.749,3.729,3.723,3.746,3.762,11.434
11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,3.545,2.857,2.869,2.898,2.819,2.740,2.390,2.682,2.711,2.797,2.848,2.585,2.653,2.729,2.817,2.808,3.645,3.893,3.919,3.963,4.123,4.246,4.416,4.000,3.947,4.066,3.927,3.815,3.745,3.711,3.380,3.635,3.701,11.223
11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,3.556,2.840,2.851,2.859,2.511,2.639,2.289,2.500,2.556,2.646,2.902,2.823,2.819,2.817,2.807,2.797,3.861,3.868,3.896,3.940,4.063,4.184,4.325,4.152,4.135,3.995,3.901,3.820,3.695,3.697,3.687,3.677,3.668,11.034
10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,3.679,2.836,2.824,2.747,2.526,2.209,2.351,2.429,2.514,2.592,2.791,2.780,2.810,2.800,2.790,4.418,3.850,3.877,3.921,4.009,4.129,4.409,4.274,4.109,3.976,3.907,3.835,3.693,3.688,3.677,3.667,3.658,10.864
10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,3.699,2.825,2.793,2.717,2.459,2.350,2.241,2.308,2.397,2.471,2.552,2.753,2.774,2.796,2.929,4.756,4.025,3.864,3.908,3.956,4.328,4.340,4.282,4.125,3.996,3.917,3.855,3.766,3.698,3.673,3.663,10.711,10.711
10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,3.821,10.576,2.691,2.398,2.294,2.194,2.184,2.271,2.351,2.439,2.729,2.718,2.796,2.870,2.950,4.765,4.040,4.083,4.174,4.212,4.126,4.206,4.146,4.022,3.932,3.875,3.790,3.712,3.672,3.662,10.576,10.576
10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,2.668,2.342,2.249,2.152,2.074,2.160,2.252,2.354,2.709,2.697,2.747,2.820,4.421,4.760,4.808,4.883,4.232,4.144,4.049,4.025,4.127,4.053,3.962,3.888,3.819,3.736,3.677,6.259,6.207,6.149
10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,2.297,2.210,2.116,2.042,2.107,2.197,2.296,2.693,2.678,2.710,2.776,4.314,6.035,6.349,6.077,4.177,4.102,4.020,3.977,4.032,4.117,3.997,3.914,3.879,3.770,3.685,6.122,6.071,6.015
10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,9.489,8.237,9.489,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,2.357,2.259,2.185,2.104,2.030,2.063,2.148,2.245,2.333,2.669,2.694,2.741,4.240,5.992,6.168,6.209,4.152,4.078,3.997,3.958,3.969,4.038,4.121,4.641,5.807,6.310,6.181,6.033,5.948,5.893
10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,9.419,8.991,8.233,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,2.249,2.175,2.094,2.022,2.034,2.103,2.198,2.284,2.663,3.661,4.110,4.186,5.959,6.084,6.239,6.376,4.060,3.979,3.943,3.932,3.980,4.057,5.738,5.757,6.181,6.123,5.986,5.838,5.783
